x,y,z
618.90516677,21.82668686,0.19179498
618.90516677,21.32290840,0.19179498
619.10086074,21.32290840,0.19133504
619.10086074,20.86950874,0.19133504
619.24763122,20.86950874,0.19041516
619.24763122,20.41610718,0.19041516
619.24763122,20.41610718,0.19133504
619.24763122,19.45892906,0.19133504
619.24763122,19.45892906,0.19041516
619.24763122,18.45137215,0.19041516
619.24763122,18.45137215,0.19133504
619.24763122,17.39343834,0.19133504
619.24763122,17.39343834,0.18995522
619.24763122,16.43626022,0.18995522
619.24763122,16.43626022,0.19087508
619.24763122,15.93248081,0.19087508
619.24763122,15.93248081,0.19087508
619.24763122,15.52945805,0.19087508
619.05193725,15.52945805,0.19087508
619.05193725,15.17681313,0.19087508
618.85624328,15.17681313,0.18995522
618.85624328,14.67303562,0.18995522
618.51377693,14.67303562,0.19041516
618.51377693,14.32039070,0.19041516
618.17131248,14.32039070,0.19087508
618.17131248,14.11887932,0.19087508
617.73099914,14.11887932,0.19179498
617.73099914,14.01812363,0.19179498
617.29068580,14.01812363,0.19271487
617.29068580,14.01812363,0.19271487
616.70360199,14.01812363,0.19409467
616.70360199,14.01812363,0.19409467
615.72512832,14.01812363,0.19639438
615.72512832,14.01812363,0.19639438
614.69773117,14.01812363,0.19731426
614.69773117,14.01812363,0.19731426
613.67033401,14.01812363,0.19823413
613.67033401,14.01812363,0.19823413
612.69186035,14.01812363,0.20053382
612.69186035,14.01812363,0.20053382
611.71338668,14.01812363,0.20513324
611.71338668,14.01812363,0.20513324
610.83276001,14.01812363,0.20651305
610.39244667,14.01812363,0.20743294
610.39244667,13.96774578,0.20743294
610.39244667,14.21963501,0.20743294
610.29459968,14.21963501,0.20651305
610.29459968,14.21963501,0.20651305
609.95213333,14.21963501,0.20743294
609.95213333,14.21963501,0.20743294
608.23980537,14.21963501,0.20973264
608.23980537,14.21963501,0.20973264
606.18501106,14.21963501,0.21709168
606.18501106,14.27001286,0.21709168
604.13021675,14.27001286,0.21847148
604.13021675,14.21963501,0.21847148
602.07542148,14.21963501,0.22537060
602.07542148,14.21963501,0.22537060
600.11847416,14.21963501,0.22905011
600.11847416,14.21963501,0.22905011
598.11260334,14.21963501,0.23180975
598.11260334,14.21963501,0.23180975
596.15565601,14.21963501,0.23686910
596.15565601,14.21963501,0.23686910
594.05193821,14.21963501,0.23824891
594.05193821,14.21963501,0.23824891
592.04606739,14.21963501,0.24514802
592.04606739,14.21963501,0.24514802
590.04019657,14.21963501,0.24790765
590.04019657,14.21963501,0.24790765
588.13217309,14.21963501,0.25204712
588.13217309,14.21963501,0.25204712
586.07737854,14.21963501,0.25710645
586.07737854,14.21963501,0.25710645
584.07150760,14.21963501,0.25894621
584.07150760,14.21963501,0.25894621
582.06563678,14.21963501,0.26630524
582.06563678,14.27001286,0.26630524
580.45115533,14.27001286,0.26814502
580.45115533,14.27001286,0.26814502
580.05976596,14.27001286,0.26860496
580.05976596,13.76623440,0.26860496
580.05976596,13.76623440,0.26906490
580.05976596,13.56472301,0.26906490
579.91299501,13.56472301,0.26906490
579.91299501,13.56472301,0.26906490
579.13021627,13.56472301,0.26952484
579.13021627,13.56472301,0.26952484
578.10281864,13.56472301,0.27366430
578.10281864,13.56472301,0.27366430
577.12434497,13.56472301,0.27688387
577.12434497,13.61510086,0.27688387
576.09694782,13.61510086,0.27826369
576.09694782,13.61510086,0.27826369
575.11847416,13.61510086,0.27918357
575.11847416,13.56472301,0.27918357
574.09107700,13.56472301,0.28056341
574.09107700,13.56472301,0.28056341
573.40614620,13.56472301,0.28286308
573.40614620,13.66547871,0.28286308
572.91690937,13.66547871,0.28470287
572.91690937,13.76623440,0.28470287
572.47659603,13.76623440,0.28654262
572.47659603,14.01812363,0.28654262
572.03628269,14.01812363,0.28654262
572.03628269,14.37076855,0.28654262
571.59596935,14.37076855,0.28792247
571.30242744,14.37076855,0.28838235
571.30242744,14.77379131,0.28838235
571.30242744,15.27756882,0.28838235
571.05780998,15.27756882,0.28838235
571.05780998,15.78134727,0.28838235
570.91103759,15.78134727,0.28838235
570.91103759,16.23474884,0.28838235
570.86211410,16.23474884,0.28884229
570.86211410,17.04079247,0.28884229
570.86211410,17.04079247,0.28884229
570.86211410,18.04834938,0.28884229
570.86211410,18.04834938,0.28976217
570.86211410,19.10628510,0.28976217
570.86211410,19.10628510,0.29068208
570.86211410,20.11384010,0.29068208
570.86211410,20.11384010,0.29022214
570.86211410,20.81912994,0.29022214
570.86211410,20.81912994,0.29114199
570.86211410,21.27253151,0.29114199
570.91103759,21.27253151,0.29114199
570.91103759,21.77630997,0.29114199
571.10673252,21.77630997,0.29114199
571.10673252,22.22970963,0.29114199
571.44919887,22.22970963,0.29022214
571.44919887,22.63273239,0.29022214
571.79166427,22.63273239,0.28976217
571.79166427,22.93499947,0.28976217
572.18305412,22.93499947,0.28976217
572.18305412,23.13651085,0.28976217
572.67229095,23.13651085,0.28976217
572.67229095,23.28764343,0.28976217
573.11260334,23.28764343,0.28930226
573.11260334,23.33802223,0.28930226
573.69968811,23.33802223,0.28884229
573.69968811,23.33802223,0.28884229
574.62923732,23.33802223,0.28654262
574.62923732,23.33802223,0.28654262
575.65663543,23.33802223,0.28378296
575.65663543,23.33802223,0.28378296
576.58618465,23.33802223,0.28148329
576.58618465,23.33802223,0.28148329
577.66250625,23.33802223,0.28010347
577.66250625,23.33802223,0.28010347
578.59205547,23.33802223,0.27918357
578.59205547,23.33802223,0.27918357
579.66837659,23.33802223,0.27780375
579.66837659,23.33802223,0.27780375
580.59792629,23.33802223,0.27412423
580.59792629,23.33802223,0.27412423
581.67424741,23.33802223,0.27274442
581.67424741,23.33802223,0.27274442
582.60379758,23.33802223,0.27228448
582.60379758,23.33802223,0.27228448
583.63119450,23.33802223,0.27136460
583.63119450,23.33802223,0.27136460
584.60966817,23.33802223,0.26906490
584.60966817,23.33802223,0.26906490
585.58814171,23.33802223,0.26584533
585.58814171,23.33802223,0.26584533
586.56661531,23.33802223,0.26354560
586.56661531,23.33802223,0.26354560
587.59401259,23.33802223,0.26308566
587.59401259,23.33802223,0.26308566
588.57248619,23.33802223,0.26170585
588.57248619,23.33802223,0.26170585
589.55095974,23.33802223,0.25802633
589.55095974,23.33802223,0.25802633
590.57835689,23.33802223,0.25480676
590.57835689,23.33802223,0.25480676
591.55683056,23.33802223,0.25388688
591.55683056,23.33802223,0.25388688
592.58422771,23.33802223,0.25296697
592.58422771,23.33802223,0.25296697
593.61162487,23.33802223,0.25112721
593.61162487,23.33802223,0.25112721
594.59009853,23.33802223,0.24836761
594.59009853,23.33802223,0.24836761
595.56857219,23.33802223,0.24468808
595.56857219,23.33802223,0.24468808
596.64489284,23.33802223,0.24330825
596.64489284,23.33802223,0.24330825
597.62336650,23.33802223,0.24284832
597.62336650,23.33802223,0.24284832
598.65076366,23.33802223,0.24008867
598.65076366,23.33802223,0.24008867
599.62923732,23.33802223,0.23502934
599.62923732,23.33802223,0.23502934
600.65663448,23.33802223,0.23180975
600.65663448,23.33802223,0.23180975
601.63510814,23.33802223,0.23042995
601.63510814,23.33802223,0.23042995
602.66250530,23.33802223,0.22996999
602.66250530,23.33802223,0.22996999
603.64097992,23.33802223,0.22721036
603.64097992,23.33802223,0.22721036
604.66837707,23.33802223,0.22491065
604.66837707,23.33802223,0.22491065
605.64685073,23.33802223,0.22307090
605.64685073,23.33802223,0.22307090
606.67424789,23.33802223,0.22261095
606.67424789,23.33802223,0.22261095
607.65272155,23.33802223,0.22123113
607.65272155,23.33802223,0.22123113
608.68011871,23.33802223,0.21801157
608.68011871,23.33802223,0.21801157
609.70751587,23.33802223,0.21525192
609.70751587,23.33802223,0.21525192
610.73491302,23.33802223,0.21341215
610.73491302,23.33802223,0.21341215
611.71338668,23.33802223,0.21295221
611.71338668,23.33802223,0.21295221
